No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference,fp,desc,MW,ExactMolWt,LogP,HBA,HBD,TPSA,AromaticRings,RotatableBonds,HeavyAtoms,QED,FractionCSP3,RingCount,pIC50_pred,IC50_pred_nM
674,Non-Steroid,OC(CC1=CC=C(F)C=C1)C(N2N=CN=C2)C3=CC=C(C#N)C=C3,8.200588452924745,Active,322.37,5,3,1,5,2.887,74.73,0.216527846,-1088.969555,4.5957,-0.25106,-0.06094,0.19012,Modeling of diarylalkyl-imidazole and diarylalkyl-triazole derivatives as potent aromatase inhibitors for treatment of hormone-dependent cancer,J Comput Chem. 2010;31(12):2342-125,[0 1 0 ... 0 0 0],"[322.3430000000001, 322.12298932000004, 2.4818800000000003, 5, 1, 74.72999999999999, 3, 5, 24, 0.7829027399156618, 0.16666666666666666, 3]",322.3430000000001,322.12298932000004,2.4818800000000003,5,1,74.72999999999999,3,5,24,0.7829027399156618,0.16666666666666666,3,8.199842185849697,6.311866637443404
676,Non-Steroid,OC(CCC1=CC=C(F)C=C1)C(N2N=CN=C2)C3=CC=C(C#N)C=C3,8.266888205955082,Inactive,336.4,6,3,1,5,3.343,74.73,0.212716738,-1128.281226,5.656,-0.23982,-0.06119,0.17863,Modeling of diarylalkyl-imidazole and diarylalkyl-triazole derivatives as potent aromatase inhibitors for treatment of hormone-dependent cancer,J Comput Chem. 2010;31(12):2342-126,[0 1 0 ... 0 0 0],"[336.37000000000006, 336.13863938400004, 2.8719800000000015, 5, 1, 74.72999999999999, 3, 6, 25, 0.7509469521917651, 0.21052631578947367, 3]",336.37000000000006,336.13863938400004,2.8719800000000015,5,1,74.72999999999999,3,6,25,0.7509469521917651,0.21052631578947367,3,8.249941216128802,5.624174459763451
678,Non-Steroid,OC(CCC1=CC=C(F)C=C1)C(C2N=CN=C2)C3=CC=C(C#N)C=C3,8.200588452924745,Active,335.41,6,3,1,5,3.482,68.74,0.206307907,-1112.229929,1.2973,-0.22986,-0.07243,0.15743,Modeling of diarylalkyl-imidazole and diarylalkyl-triazole derivatives as potent aromatase inhibitors for treatment of hormone-dependent cancer,J Comput Chem. 2010;31(12):2342-127,[0 1 0 ... 0 0 0],"[335.38200000000006, 335.143390416, 3.255980000000002, 4, 1, 68.74000000000001, 2, 6, 25, 0.8801826444095163, 0.25, 3]",335.38200000000006,335.143390416,3.255980000000002,4,1,68.74000000000001,2,6,25,0.8801826444095163,0.25,3,8.2113321033722,6.147066290670526
680,Non-Steroid,OC(C1=CC=C(F)C=C1)CC(C2N=CN=C2)C3=CC=C(C#N)C=C3,8.210778860453235,Active,321.38,5,3,1,5,3.155,68.74,0.20528615,-1072.919908,6.6222,-0.24922,-0.05532,0.1939,Modeling of diarylalkyl-imidazole and diarylalkyl-triazole derivatives as potent aromatase inhibitors for treatment of hormone-dependent cancer,J Comput Chem. 2010;31(12):2342-128,[0 1 0 ... 0 0 0],"[321.3550000000001, 321.127740352, 3.3859800000000018, 4, 1, 68.74000000000001, 2, 5, 24, 0.9168871672211147, 0.21052631578947367, 3]",321.3550000000001,321.127740352,3.3859800000000018,4,1,68.74000000000001,2,5,24,0.9168871672211147,0.21052631578947367,3,8.190783970977968,6.44489771251844
681,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CC=C(C#N)C=C2)N3C=CNC3,8.221848749616356,Inactive,286.36,3,3,1,4,2.08,62.85,0.187957528,-913.2773343,6.4624,-0.18338,-0.06866,0.11472,Modeling of diarylalkyl-imidazole and diarylalkyl-triazole derivatives as potent aromatase inhibitors for treatment of hormone-dependent cancer,J Comput Chem. 2010;31(12):2342-129,[0 1 0 ... 0 0 0],"[286.338, 286.121846448, 2.8532600000000006, 4, 1, 62.85, 2, 3, 22, 0.9420510175593657, 0.1111111111111111, 3]",286.338,286.121846448,2.8532600000000006,4,1,62.85,2,3,22,0.9420510175593657,0.1111111111111111,3,8.157538427232625,6.957633894594927
682,Steroid,C[C@]12C(CCCC2)CCC3C1CC[C@]4(C3CCC4=O)C,8.177320912757096,Active,274.49,0,4,0,1,4.685,17.07,0.18730688,-817.3297464,3.0151,-0.22729,-0.00959,0.2177,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-20,[0 0 0 ... 0 0 0],"[274.44800000000004, 274.22966558, 4.988300000000005, 1, 0, 17.07, 0, 0, 20, 0.6080381293997492, 0.9473684210526315, 4]",274.44800000000004,274.22966558,4.988300000000005,1,0,17.07,0,0,20,0.6080381293997492,0.9473684210526315,4,8.256620828080175,5.538334366600337
683,Steroid,C[C@]12C(CCCC2)CCC3C1CC[C@]4(C3CCC4O)C,8.3445850552086,Inactive,276.51,0,4,1,1,4.725,20.23,0.182886038,-818.5236973,1.6089,-0.24763,0.06709,0.31472,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-21,[0 0 0 ... 0 0 0],"[276.464, 276.245315644, 4.780100000000005, 1, 1, 20.23, 0, 0, 20, 0.6748083233840423, 1.0, 4]",276.464,276.245315644,4.780100000000005,1,1,20.23,0,0,20,0.6748083233840423,1.0,4,8.328735387774962,4.690991135038572
684,Steroid,C[C@]12C([C@H]3[C@@H](CC2)O3)CCC4C1CC[C@]5(C4CCC5=O)C,8.165030765990325,Active,288.47,0,5,0,2,3.315,29.6,0.190060918,-891.3085094,3.0221,-0.23001,-0.0122,0.21781,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-22,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.975500000000004, 2, 0, 29.6, 0, 0, 21, 0.631095663260168, 0.9473684210526315, 5]",288.43100000000004,288.208930136,3.975500000000004,2,0,29.6,0,0,21,0.631095663260168,0.9473684210526315,5,8.219106706207508,6.038002573522727
685,Steroid,C[C@]12C([C@H]3[C@@H](CC2)O3)CCC4C1CC[C@]5(C4CCC5O)C,8.285076497666232,Inactive,290.49,0,5,1,2,3.355,32.76,0.185576627,-892.5026809,1.4143,-0.24957,0.06507,0.31464,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-23,[0 0 0 ... 0 0 0],"[290.447, 290.2245802, 3.767300000000003, 2, 1, 32.76, 0, 0, 21, 0.6889012491892766, 1.0, 5]",290.447,290.2245802,3.767300000000003,2,1,32.76,0,0,21,0.6889012491892766,1.0,5,8.294155977962186,5.079769685807918
686,Steroid,C[C@]12C(CCC3C1CC[C@]4(C3CCC4=O)C)=C(C(CC2)=O)O,8.13213489284645,Active,302.45,0,4,1,3,2.731,54.37,0.224320479,-965.3535282,2.6662,-0.22091,-0.05208,0.16883,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-24,[0 0 0 ... 0 0 0],"[302.414, 302.18819469199997, 3.9731000000000023, 3, 1, 54.370000000000005, 0, 0, 22, 0.7362676475612525, 0.7894736842105263, 4]",302.414,302.18819469199997,3.9731000000000023,3,1,54.370000000000005,0,0,22,0.7362676475612525,0.7894736842105263,4,8.19274263083604,6.415896792299018
687,Steroid,C[C@@]12C(CCC3C2CC[C@]4(C3CCC4=O)C)=CCCC1,8.141351611412963,Active,272.47,0,4,0,1,4.435,17.07,0.191305479,-816.1115547,2.678,-0.22518,-0.01067,0.21451,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-25,[0 0 0 ... 0 0 0],"[272.432, 272.214015516, 4.908400000000005, 1, 0, 17.07, 0, 0, 20, 0.5726737469300093, 0.8421052631578947, 4]",272.432,272.214015516,4.908400000000005,1,0,17.07,0,0,20,0.5726737469300093,0.8421052631578947,4,8.230631835892886,5.879875955574241
688,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(CO)C3CC1,8.136094272509188,Active,288.47,1,4,1,2,3.344,37.3,0.196753776,-891.2985015,2.0829,-0.22242,-0.01098,0.21144,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-26,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.8808000000000034, 2, 1, 37.3, 0, 1, 21, 0.7434541175838038, 0.8421052631578947, 4]",288.43100000000004,288.208930136,3.8808000000000034,2,1,37.3,0,1,21,0.7434541175838038,0.8421052631578947,4,8.265116362283585,5.431047957236189
689,Steroid,C[C@@]12C([C@H](CC3C2CC[C@]4(C3CCC4=O)C)O)=CCCC1,8.17255018319399,Active,288.47,0,4,1,2,3.333,37.3,0.200579163,-891.318726,2.3791,-0.22396,-0.01273,0.21123,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-27,[0 0 0 ... 0 0 0],"[288.4310000000001, 288.208930136, 3.8792000000000035, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.4310000000001,288.208930136,3.8792000000000035,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.203506176853445,6.258839620791174
690,Steroid,C[C@@]12C([C@@H](CC3C2CC[C@]4(C3CCC4=O)C)O)=CCCC1,8.136615867273427,Active,288.47,0,4,1,2,3.333,37.3,0.200234959,-891.3173328,2.8271,-0.22804,-0.01122,0.21682,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-28,[0 0 0 ... 0 0 0],"[288.4310000000001, 288.208930136, 3.8792000000000035, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.4310000000001,288.208930136,3.8792000000000035,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.203506176853445,6.258839620791174
691,Steroid,C[C@]12C(CCC3C1CC[C@]4(C3CCC4=O)C)=C(CCC2)OC(CCC)=O,8.234785438913192,Inactive,358.57,4,4,0,3,4.895,43.37,0.216257367,-1122.619428,2.2297,-0.22608,-0.01212,0.21396,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-29,[0 0 0 ... 0 0 0],"[358.52200000000016, 358.25079494799996, 5.579400000000006, 3, 0, 43.370000000000005, 0, 3, 26, 0.6186102341763323, 0.8260869565217391, 4]",358.52200000000016,358.25079494799996,5.579400000000006,3,0,43.370000000000005,0,3,26,0.6186102341763323,0.8260869565217391,4,8.22489035731549,5.958125443377402
692,Steroid,C[C@]12C(CCC3C1CC[C@]4(C3CCC4=O)C)=C(CCC2)OC(CCCCC)=O,8.240730567537,Inactive,386.63,6,4,0,3,5.808,43.37,0.212273106,-1201.241843,2.4296,-0.22524,-0.01194,0.2133,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-30,[0 0 0 ... 0 0 0],"[386.57600000000025, 386.28209507599996, 6.3596000000000075, 3, 0, 43.370000000000005, 0, 5, 28, 0.4077229386983286, 0.84, 4]",386.57600000000025,386.28209507599996,6.3596000000000075,3,0,43.370000000000005,0,5,28,0.4077229386983286,0.84,4,8.249813429444917,5.625829558730569
693,Steroid,C[C@]12C(CCC3C1CC[C@]4(C3CCC4=O)C)=C(CCC2)OC(C5=CC=CC=C5)=O,8.208041418102681,Active,392.58,3,5,0,3,5.437,43.37,0.201346541,-1235.715887,4.1366,-0.22471,-0.04639,0.17832,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-31,[0 0 0 ... 0 0 0],"[392.5390000000001, 392.23514488399996, 6.093100000000007, 3, 0, 43.370000000000005, 1, 2, 29, 0.5717904082980432, 0.6153846153846154, 5]",392.5390000000001,392.23514488399996,6.093100000000007,3,0,43.370000000000005,1,2,29,0.5717904082980432,0.6153846153846154,5,8.24551577443533,5.681777538442994
694,Steroid,C[C@]12C(CCC3C1CC[C@]4(C3CCC4=O)C)=C(CCC2)OC(C)=O,8.208979476566421,Active,330.51,2,4,0,3,3.772,43.37,0.219675093,-1043.991222,2.2841,-0.22618,-0.01225,0.21393,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-32,[0 0 0 ... 0 0 0],"[330.4680000000001, 330.21949481999997, 4.799200000000004, 3, 0, 43.370000000000005, 0, 1, 24, 0.6486817152106633, 0.8095238095238095, 4]",330.4680000000001,330.21949481999997,4.799200000000004,3,0,43.370000000000005,0,1,24,0.6486817152106633,0.8095238095238095,4,8.221744582394843,6.001439295952083
695,Steroid,C[C@@]12C(CCC2=O)C3CCC4=C(OC(C)=O)CCC[C@]4(C)C3CC1,8.264106016122115,Inactive,330.51,2,4,0,3,3.772,43.37,0.221304222,-1043.977686,2.6622,-0.22818,-0.01202,0.21616,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-33,[0 0 0 ... 0 0 0],"[330.46800000000013, 330.21949481999997, 4.799200000000004, 3, 0, 43.370000000000005, 0, 1, 24, 0.6486817152106632, 0.8095238095238095, 4]",330.46800000000013,330.21949481999997,4.799200000000004,3,0,43.370000000000005,0,1,24,0.6486817152106632,0.8095238095238095,4,8.221744582394843,6.001439295952083
696,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](O)C4=CCCC[C@]4(C)C3CC1,8.221848749616356,Inactive,288.47,0,4,1,2,3.333,37.3,0.201914571,-891.3069541,2.8898,-0.2294,-0.01094,0.21846,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-34,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.8792000000000035, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.43100000000004,288.208930136,3.8792000000000035,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.203506176853445,6.258839620791174
697,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](O)C4=CCCC[C@]4(C)C3CC1,8.21990802155277,Active,288.47,0,4,1,2,3.333,37.3,0.203051816,-891.3080281,4.14,-0.22652,-0.00778,0.21874,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-35,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.8792000000000035, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.43100000000004,288.208930136,3.8792000000000035,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.203506176853445,6.258839620791174
698,Steroid,C[C@@]12C(CCCC2)=CCC3C1CC[C@]4(C3CCC4=O)C,8.208979476566421,Active,272.47,0,4,0,1,4.435,17.07,0.191230188,-816.1119136,2.867,-0.2267,-0.01036,0.21634,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-36,[0 0 0 ... 0 0 0],"[272.432, 272.214015516, 4.908400000000005, 1, 0, 17.07, 0, 0, 20, 0.5726737469300093, 0.8421052631578947, 4]",272.432,272.214015516,4.908400000000005,1,0,17.07,0,0,20,0.5726737469300093,0.8421052631578947,4,8.234484085075898,5.827951312048022
699,Steroid,C[C@]12C(C3CC=C4CCCC[C@@]4(C3CC2)CO)CCC1=O,8.28725344223061,Inactive,288.47,1,4,1,2,3.344,37.3,0.200101184,-891.2978224,3.1377,-0.22357,-0.00756,0.21601,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-37,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 3.8808000000000025, 2, 1, 37.3, 0, 1, 21, 0.7434541175838038, 0.8421052631578947, 4]",288.43100000000004,288.208930136,3.8808000000000025,2,1,37.3,0,1,21,0.7434541175838038,0.8421052631578947,4,8.274362489800362,5.316643131644459
700,Steroid,C[C@@]12C([C@H](CCC2)O)=CCC3C1CC[C@]4(C3CCC4=O)C,8.183570305539794,Active,288.47,0,4,1,2,3.333,37.3,0.200560143,-891.3191616,3.4286,-0.22539,-0.00988,0.21551,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-38,[0 0 0 ... 0 0 0],"[288.431, 288.208930136, 3.8792000000000026, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.431,288.208930136,3.8792000000000026,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.222543415241438,5.990410511088821
701,Steroid,C[C@@]12C([C@H](CCC2)OC(C)=O)=CCC3C1CC[C@]4(C3CCC4=O)C,8.210778860453235,Active,330.51,2,4,0,3,3.712,43.37,0.213269667,-1043.990961,2.6955,-0.23006,-0.01256,0.2175,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-39,[0 0 0 ... 0 0 0],"[330.46800000000013, 330.21949481999997, 4.450000000000004, 3, 0, 43.370000000000005, 0, 1, 24, 0.5268094332325616, 0.8095238095238095, 4]",330.46800000000013,330.21949481999997,4.450000000000004,3,0,43.370000000000005,0,1,24,0.5268094332325616,0.8095238095238095,4,8.232884166959492,5.849460774865985
702,Steroid,C[C@]12C([C@H](CCC2)OC(C)=O)=CCC3C1CC[C@]4(C3CCC4=O)C,8.221848749616356,Inactive,330.51,2,4,0,3,3.712,43.37,0.215242074,-1043.985848,2.195,-0.22989,-0.01208,0.21781,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-40,[0 0 0 ... 0 0 0],"[330.46800000000013, 330.21949481999997, 4.450000000000004, 3, 0, 43.370000000000005, 0, 1, 24, 0.5268094332325616, 0.8095238095238095, 4]",330.46800000000013,330.21949481999997,4.450000000000004,3,0,43.370000000000005,0,1,24,0.5268094332325616,0.8095238095238095,4,8.232884166959492,5.849460774865985
703,Steroid,C[C@]12C(C3CC=C4[C@@H](CCC[C@@]4(C3CC2)CO)O)CCC1=O,8.304640283255823,Inactive,304.47,1,4,2,3,2.243,57.53,0.20759314,-966.5042961,3.9713,-0.2226,-0.00709,0.21551,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-41,[0 0 0 ... 0 0 0],"[304.43000000000006, 304.20384475599997, 2.851600000000002, 3, 2, 57.53, 0, 1, 22, 0.7324306903705828, 0.8421052631578947, 4]",304.43000000000006,304.20384475599997,2.851600000000002,3,2,57.53,0,1,22,0.7324306903705828,0.8421052631578947,4,8.231260991334434,5.871364040728836
704,Steroid,C[C@@]12C([C@@H](CCC2)O)=CCC3C1CC[C@]4(C3CCC4=O)C,8.217133282026225,Active,288.47,0,4,1,2,3.333,37.3,0.20021798,-891.3176408,4.0168,-0.22777,-0.01022,0.21755,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-42,[0 0 0 ... 0 0 0],"[288.431, 288.208930136, 3.8792000000000026, 2, 1, 37.3, 0, 0, 21, 0.6868426969908572, 0.8421052631578947, 4]",288.431,288.208930136,3.8792000000000026,2,1,37.3,0,0,21,0.6868426969908572,0.8421052631578947,4,8.222543415241438,5.990410511088821
706,Steroid,C[C@]12C(C3CC=C4[C@H](CCC[C@@]4(C3CC2)CO)O)CCC1=O,8.124438815300776,Active,304.47,1,4,2,3,2.243,57.53,0.21109592,-966.5140162,5.6376,-0.22696,-0.0084,0.21856,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-43,[0 0 0 ... 0 0 0],"[304.43000000000006, 304.20384475599997, 2.851600000000002, 3, 2, 57.53, 0, 1, 22, 0.7324306903705828, 0.8421052631578947, 4]",304.43000000000006,304.20384475599997,2.851600000000002,3,2,57.53,0,1,22,0.7324306903705828,0.8421052631578947,4,8.231260991334434,5.871364040728836
707,Steroid,C[C@]12C(C3CC=C4[C@H](CCC[C@@]4(C3CC2)CO)OC)CCC1=O,8.417492480871108,Inactive,318.5,2,4,1,3,2.651,46.53,0.202085057,-1005.821581,4.9221,-0.22807,-0.00955,0.21852,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-44,[0 0 0 ... 0 0 0],"[318.4570000000001, 318.21949481999997, 3.5057000000000027, 3, 1, 46.53, 0, 2, 23, 0.7926633173765353, 0.85, 4]",318.4570000000001,318.21949481999997,3.5057000000000027,3,1,46.53,0,2,23,0.7926633173765353,0.85,4,8.35295821424455,4.4365132790477295
708,Steroid,C[C@@]12C([C@H](CCC2)C)=CCC3C1CC[C@]4(C3CCC4=O)C,8.240730567537,Inactive,286.5,0,4,0,1,4.687,17.07,0.190517941,-855.4240667,2.8957,-0.22683,-0.01019,0.21664,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-45,[0 0 0 ... 0 0 0],"[286.459, 286.22966558, 5.154400000000005, 1, 0, 17.07, 0, 0, 21, 0.5624739524074177, 0.85, 4]",286.459,286.22966558,5.154400000000005,1,0,17.07,0,0,21,0.5624739524074177,0.85,4,8.20011143197499,6.307954731998623
709,Steroid,C[C@@]12C([C@H](CCC2)CC)=CCC3C1CC[C@]4(C3CCC4=O)C,8.27190707707259,Inactive,300.53,1,4,0,1,5.143,17.07,0.189551611,-894.7353984,2.8768,-0.22664,-0.01033,0.21631,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-46,[0 0 0 ... 0 0 0],"[300.48600000000005, 300.245315644, 5.5445000000000055, 1, 0, 17.07, 0, 1, 22, 0.5806337844702286, 0.8571428571428571, 4]",300.48600000000005,300.245315644,5.5445000000000055,1,0,17.07,0,1,22,0.5806337844702286,0.8571428571428571,4,8.239158067913039,5.765565788876849
710,Steroid,C[C@@]12C([C@H](CCC2)CCC)=CCC3C1CC[C@]4(C3CCC4=O)C,8.27904420247403,Inactive,314.56,2,4,0,1,5.599,17.07,0.188441386,-934.0490582,2.8209,-0.22656,-0.01037,0.21619,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-47,[0 0 0 ... 0 0 0],"[314.5130000000001, 314.26096570799996, 5.934600000000007, 1, 0, 17.07, 0, 2, 23, 0.5768556929192085, 0.8636363636363636, 4]",314.5130000000001,314.26096570799996,5.934600000000007,1,0,17.07,0,2,23,0.5768556929192085,0.8636363636363636,4,8.246369369371383,5.670621114304216
711,Steroid,C[C@]12C(C(CCC2)=O)CCC3C1CC[C@]4(C3CCC4=O)C,8.250280008800894,Inactive,288.47,0,4,0,2,3.333,34.14,0.208162592,-891.3296517,2.0316,-0.23256,-0.01393,0.21863,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-48,[0 0 0 ... 0 0 0],"[288.43100000000004, 288.208930136, 4.167300000000004, 2, 0, 34.14, 0, 0, 21, 0.6702343996322836, 0.8947368421052632, 4]",288.43100000000004,288.208930136,4.167300000000004,2,0,34.14,0,0,21,0.6702343996322836,0.8947368421052632,4,8.237559789468591,5.786823154743506
712,Steroid,C[C@]12C(C([C@@H](CC2)O)=O)CCC3C1CC[C@]4(C3CCC4=O)C,8.209438636714456,Active,304.47,0,4,1,3,2.653,54.37,0.21729046,-966.5571493,1.589,-0.23379,-0.02886,0.20493,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-49,[0 0 0 ... 0 0 0],"[304.43000000000006, 304.20384475599997, 3.1381000000000014, 3, 1, 54.37, 0, 0, 22, 0.7477804090828566, 0.8947368421052632, 4]",304.43000000000006,304.20384475599997,3.1381000000000014,3,1,54.37,0,0,22,0.7477804090828566,0.8947368421052632,4,8.23431366720597,5.830238658490685
713,Steroid,C[C@]12C(C3CCC4=C(C(CC[C@@]4(C3CC2)C)=O)O)CCC(O1)=O,8.241631067407221,Inactive,318.45,0,4,1,4,2.583,63.6,0.243261429,-1040.580704,2.7813,-0.22641,-0.05716,0.16925,Molecular docking and QSAR study on steroidal compounds as aromatase inhibitors,Eur J Med Chem. 2010;45(12):5612-50,[0 0 0 ... 0 0 0],"[318.4130000000001, 318.18310931199994, 3.699600000000002, 4, 1, 63.6, 0, 0, 23, 0.6917443142294778, 0.7894736842105263, 4]",318.4130000000001,318.18310931199994,3.699600000000002,4,1,63.6,0,0,23,0.6917443142294778,0.7894736842105263,4,8.221339488883181,6.0070398237348535
714,Non-Steroid,ClC1=CC=C(C(CN2C3=CC=C2)/C(C3=O)=C/C4=CC=NC=C4)C=C1,8.165408749047506,Active,334.82,2,4,0,2,4.193,34.89,0.181982436,-1416.059277,5.7809,-0.22985,-0.08396,0.14589,MR 20492 and MR 20494: two indolizinone derivatives that strongly inhibit human aromatase,J Steroid Biochem Mol Biol. 1999;70(1-3):59-71,[0 0 0 ... 0 0 0],"[334.80600000000004, 334.08729078000005, 4.600200000000004, 3, 0, 34.89, 3, 2, 24, 0.6418469149270338, 0.1, 4]",334.80600000000004,334.08729078000005,4.600200000000004,3,0,34.89,3,2,24,0.6418469149270338,0.1,4,8.1820388107147,6.575990684064482
